Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Hardware material (product.metafields.shopify.hardware-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ek-spiral-swirl,EK SPIRAL SWIRL,<p>EK SPIRAL SWIRL</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,550000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
br-multiple-lotus-leaf-matte,BR MULTIPLE LOTUS LEAF MATTE,<p>BR MULTIPLE LOTUS LEAF MATTE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ek-wavy-leaf,EK WAVY LEAF,"<p><strong>Product Name:</strong><span> </span>EK WAVY LEAF</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> CZ</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear Hook,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,KRES2955ME,0.0,,0,deny,manual,950000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/ek-wavy-leaf.jpg?v=1740834828,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ek-matte-eight-petal-flower,EK MATTE EIGHT PETAL FLOWER,<p>EK MATTE EIGHT PETAL FLOWER</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,490000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ek-long-leaf-gp,EK LONG LEAF GP,<p>EK LONG LEAF GP</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,590000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
es-triple-drop-circle,ES TRIPLE DROP CIRCLE,<p>ES TRIPLE DROP CIRCLE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,490000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ek-lily-flower-gold-pistil-matte,EK LILY FLOWER GOLD PISTIL MATTE,<p>EK LILY FLOWER GOLD PISTIL MATTE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,790000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ek-flower-brush-black-rhodium,EK FLOWER BRUSH BLACK RHODIUM,<p>EK FLOWER BRUSH BLACK RHODIUM</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,890000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ep-bag-fan-gp,EP BAG FAN GP,"<p><strong>Product Name:</strong><span> </span>EP BAG FAN GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear hoop,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,KRES2995MY,0.0,,0,deny,manual,890000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/ep-bag-fan-gp_1.jpg?v=1740834831,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ep-bag-fan-gp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/ep-bag-fan-gp_2.jpg?v=1740834831,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ek-brushed-double-disc-circle,EK BRUSHED DOUBLE DISC CIRCLE,<p>EK BRUSHED DOUBLE DISC CIRCLE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,790000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-lotus-leaf,R LOTUS LEAF,"<p><strong>Product Name:</strong><span> </span>R LOTUS LEAF</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Size,size-5,product.metafields.shopify.ring-size,,,,,,,KRRS0425MPSE- 7,0.0,,0,deny,manual,890000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/r-lotus-leaf.jpg?v=1740834832,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,size-5; size-6; size-7; size-8; size-9,,,,,,,,,kg,,,active
r-lotus-leaf,,,,,,,,,size-6,,,,,,,,KRRS0425MPSE- 8,0.0,,0,deny,manual,890000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/KRRS0425MPSE-7.jpg?v=1740834832,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-lotus-leaf,,,,,,,,,size-7,,,,,,,,KRRS0425MPSE- 9,0.0,,0,deny,manual,890000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-lotus-leaf,,,,,,,,,size-8,,,,,,,,KRRS0425MPSE- 10,0.0,,0,deny,manual,890000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-lotus-leaf,,,,,,,,,size-9,,,,,,,,KRRS0425MPSE- 11,0.0,,0,deny,manual,890000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
bra-thick-chain-multi-ball,BRA THICK CHAIN MULTI BALL,<p>BRA THICK CHAIN MULTI BALL</p>,VIETJEWELERS,Uncategorized,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,590000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
bra-small-double-link-ox,BRA SMALL DOUBLE LINK OX,<p>BRA SMALL DOUBLE LINK OX</p>,VIETJEWELERS,Uncategorized,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1050000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
bra-multi-curve-line-ball,BRA MULTI CURVE LINE BALL,<p>BRA MULTI CURVE LINE BALL</p>,VIETJEWELERS,Uncategorized,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,590000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
bra-big-double-link-ox,BRA BIG DOUBLE LINK OX,<p>BRA BIG DOUBLE LINK OX</p>,VIETJEWELERS,Uncategorized,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1950000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
bra-big-chain-circle-pole,BRA BIG CHAIN CIRCLE POLE,<p>BRA BIG CHAIN CIRCLE POLE</p>,VIETJEWELERS,Uncategorized,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1850000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
n-thick-chain-multi-ball,N THICK CHAIN MULTI BALL,<p>N THICK CHAIN MULTI BALL</p>,VIETJEWELERS,Uncategorized,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1250000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
p-book-key-ox,P BOOK KEY OX,<p>P BOOK KEY OX</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,590000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
p-rabbit-ox,P RABBIT OX,<p>P RABBIT OX</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,390000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
p-long-book-flower,P LONG BOOK FLOWER,<p>P LONG BOOK FLOWER</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,750000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
es-big-heart-matte,ES BIG HEART MATTE,"<p><strong>Product Name:</strong><span> </span>ES BIG HEART MATTE</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear stud,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,KPES1,0.0,,0,deny,manual,990000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/es-big-heart-matte.jpg?v=1740834838,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
es-big-heart-matte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/IMG_3531.jpg?v=1740834838,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es-big-heart-matte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/IMG_3537.jpg?v=1740834838,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r-indi-big-oval-amethyst,R INDI BIG OVAL AMETHYST,<p>R INDI BIG OVAL AMETHYST</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,690000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-indi-big-oval-labradorite,R INDI BIG OVAL LABRADORITE,<p>R INDI BIG OVAL LABRADORITE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,690000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-indi-big-oval-moonstone,R INDI BIG OVAL MOONSTONE,<p>R INDI BIG OVAL MOONSTONE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,690000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-indi-big-drop-rose-quartz,R INDI BIG DROP ROSE QUARTZ,<p>R INDI BIG DROP ROSE QUARTZ</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,750000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-indi-big-drop-labradorite,R INDI BIG DROP LABRADORITE,<p>R INDI BIG DROP LABRADORITE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,750000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-small-square-labradorite,R SMALL SQUARE LABRADORITE,<p>R SMALL SQUARE LABRADORITE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,420000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-small-square-moonstone,R SMALL SQUARE MOONSTONE,<p>R SMALL SQUARE MOONSTONE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,420000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-small-square-rose-quartz,R SMALL SQUARE ROSE QUARTZ,<p>R SMALL SQUARE ROSE QUARTZ</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,420000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-small-square-amethyst,R SMALL SQUARE AMETHYST,"<p><strong>Product Name: </strong>R SMALL SQUARE AMETHYST</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None </span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Size,size-5,product.metafields.shopify.ring-size,,,,,,,KPR9,0.0,,0,deny,manual,420000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/r-small-square-amethyst_1.jpg?v=1740834842,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,size-5; size-6; size-7; size-8; size-9,,,,,,,,,kg,,,active
r-small-square-amethyst,,,,,,,,,size-6,,,,,,,,KPR10,0.0,,0,deny,manual,420000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/r-small-square-amethyst_2.jpg?v=1740834843,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-small-square-amethyst,,,,,,,,,size-7,,,,,,,,KPR11,0.0,,0,deny,manual,420000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-small-square-amethyst,,,,,,,,,size-8,,,,,,,,KPR12,0.0,,0,deny,manual,420000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-small-square-amethyst,,,,,,,,,size-9,,,,,,,,KPR13,0.0,,0,deny,manual,420000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-small-square-turquoise,R SMALL SQUARE TURQUOISE,<p>R SMALL SQUARE TURQUOISE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,420000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-long-rectangle-moonstone,R LONG RECTANGLE MOONSTONE,<p>R LONG RECTANGLE MOONSTONE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,550000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-long-rectangle-labradorite,R LONG RECTANGLE LABRADORITE,<p>R LONG RECTANGLE LABRADORITE</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,550000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-long-rectangle-amethyst,R LONG RECTANGLE AMETHYST,<p>R LONG RECTANGLE AMETHYST</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,550000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
r-long-rectangle-rose-quartz,R LONG RECTANGLE ROSE QUARTZ,<p>R LONG RECTANGLE ROSE QUARTZ</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,550000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
tooth-charm-chrome-heart,TOOTH CHARM CHROME HEART,<p>TOOTH CHARM CHROME HEART</p>,VIETJEWELERS,,"","buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,290000,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
