Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Hardware material (product.metafields.shopify.hardware-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aquamarine-open-heart-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/2-IMG_7459.jpg?v=1764254667,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquamarine-open-heart-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/1-IMG_7460.jpg?v=1764254667,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourmaline-flower-silver-pendant,TOURMALINE FLOWER SILVER PENDANT,"",VIETJEWELERS,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1550000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/16-IMG_6275.jpg?v=1763198258,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
tourmaline-flower-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/21-IMG_6285.jpg?v=1763198257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourmaline-flower-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/17-IMG_6276.jpg?v=1763198259,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourmaline-silver-pendant,TOURMALINE SILVER PENDANT,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1450000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/19-IMG_6283.jpg?v=1763198260,1,"",false,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
tourmaline-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/18-IMG_6279.jpg?v=1763198259,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourmaline-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/20-IMG_6284.jpg?v=1763198256,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moonstone-sun-silver-pendant,MOONSTONE SUN SILVER PENDANT,"",VIETJEWELERS,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1350000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/15-IMG_6274.jpg?v=1763198260,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
moonstone-sun-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/13-IMG_6271.jpg?v=1763198260,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moonstone-sun-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/14-IMG_6272.jpg?v=1763198259,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-quartz-cross-silver-pendant,SMOKY QUARTZ CROSS SILVER PENDANT,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,2650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/10-IMG_6266.jpg?v=1763198260,1,"",false,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
smoky-quartz-cross-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/12-IMG_6268.jpg?v=1763198261,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-quartz-cross-silver-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/11-IMG_6267.jpg?v=1763198259,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big-garnet-silver-ring,BIG GARNET SILVER RING,"<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-691099b1-2f80-8322-a72b-f4439c5e0a27-13"" data-testid=""conversation-turn-38"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""5debe222-feb8-4f21-95ff-5627fc87022e"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-1"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""31"" data-end=""326"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring a bold claw-inspired design gripping a fiery red garnet. A smaller accent stone adds depth and contrast, creating a striking piece full of passion and intensity. Perfect for those drawn to powerful, statement-making jewelry.</p>
<p data-start=""328"" data-end=""535"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""328"" data-end=""341"">Material:</strong> 925 Sterling Silver<br data-start=""361"" data-end=""364""><strong data-start=""364"" data-end=""374"" data-is-only-node="""">Stone:</strong> Garnet (main) + Garnet accent<br data-start=""404"" data-end=""407""><strong data-start=""407"" data-end=""418"">Design:</strong> Claw-held gemstone setting<br data-start=""445"" data-end=""448""><strong data-start=""448"" data-end=""459"">Finish:</strong> Hand-polished with organic texture<br data-start=""494"" data-end=""497""><strong data-start=""497"" data-end=""508"">Origin:</strong> Handmade in Hanoi, Vietnam</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"",garnet,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1850000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/6-IMG_6262.jpg?v=1763198255,1,"",false,,,200,,adult,,,,,,,,,,,adults,,red; silver,,,sterling-silver,imitation-jewelry,,solitaire,,female,,,,,,,,kg,,,active
big-garnet-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/4-IMG_6260.jpg?v=1763198254,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big-garnet-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/5-IMG_6261.jpg?v=1763198255,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-cat-silver-ring,BLACK CAT SILVER RING,"<p data-start=""35"" data-end=""267"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring a charming cat silhouette holding a deep black gemstone. Playful yet elegant, this ring is perfect for anyone who loves animals and delicate, meaningful designs.</p>
<p data-start=""269"" data-end=""472"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""269"" data-end=""282"">Material:</strong> 925 Sterling Silver<br data-start=""302"" data-end=""305""><strong data-start=""342"" data-end=""353"">Design:</strong> Cat motif with gemstone center<br data-start=""384"" data-end=""387""><strong data-start=""387"" data-end=""398"">Finish:</strong> Hand-polished for a smooth shine<br data-start=""431"" data-end=""434""><strong data-start=""434"" data-end=""445"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1250000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/7-IMG_6263.jpg?v=1763198250,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
black-cat-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/9-IMG_6265.jpg?v=1763198250,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-cat-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/8-IMG_6264.jpg?v=1763198260,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eye-amethyst-spike-silver-ring,EYE AMETHYST SPIKE SILVER RING,"<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""50d484db-a5f6-4a98-9083-be9a2f325300"" data-testid=""conversation-turn-34"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""6f8eafd3-0be4-40ef-ac70-3e1a0b60ee7c"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-1"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""36"" data-end=""287"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring a striking eye motif set with a deep amethyst gemstone and framed by bold spike details. Mysterious and expressive, this ring carries powerful symbolism and a fiercely artistic edge.</p>
<p data-start=""289"" data-end=""474"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""289"" data-end=""302"">Material:</strong> 925 Sterling Silver<br data-start=""322"" data-end=""325""><strong data-start=""325"" data-end=""335"" data-is-only-node="""">Stone:</strong> Amethyst<br data-start=""342"" data-end=""345""><strong data-start=""345"" data-end=""356"">Design:</strong> Eye motif with spike accents<br data-start=""385"" data-end=""388""><strong data-start=""388"" data-end=""399"">Finish:</strong> Hand-polished with fine detailing<br data-start=""433"" data-end=""436""><strong data-start=""436"" data-end=""447"">Origin:</strong> Handmade in Hanoi, Vietnam</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/1-IMG_6256.jpg?v=1763198249,1,"",false,,,200,,adult,,,,,,,,,,,adults,,red; silver,,,sterling-silver,imitation-jewelry,,,,unisex,,,,,,,,kg,,,active
eye-amethyst-spike-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/3-IMG_6259.jpg?v=1763198252,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eye-amethyst-spike-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/2-IMG_6258.jpg?v=1763198250,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic-skull-texture-silver-ring,ORGANIC SKULL TEXTURE SILVER RING,"<p data-start=""41"" data-end=""306"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring an abstract, skull-inspired organic texture that brings depth and raw character to the design. Bold, unconventional, and full of artistic edge — perfect for those who love jewelry with attitude.</p>
<p data-start=""308"" data-end=""474"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""308"" data-end=""321"">Material:</strong> 925 Sterling Silver<br data-start=""341"" data-end=""344""><strong data-start=""344"" data-end=""355"" data-is-only-node="""">Design:</strong> Organic skull-like texture<br data-start=""382"" data-end=""385""><strong data-start=""385"" data-end=""396"">Finish:</strong> Hand-polished with natural oxidation<br data-start=""433"" data-end=""436""><strong data-start=""436"" data-end=""447"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1450000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/7-IMG_6253.jpg?v=1763104376,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
organic-skull-texture-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/9-IMG_6255.jpg?v=1763104376,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic-skull-texture-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/8-IMG_6254.jpg?v=1763104376,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-interwined-lines-silver-ring,OPEN INTERWINED LINES SILVER RING,"<p data-start=""42"" data-end=""302"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring a flowing arrangement of open, intertwined lines that create a sense of movement and modern elegance. Light, sculptural, and refined — perfect for those who love contemporary silver design.</p>
<p data-start=""304"" data-end=""466"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""304"" data-end=""317"">Material:</strong> 925 Sterling Silver<br data-start=""337"" data-end=""340""><strong data-start=""340"" data-end=""351"" data-is-only-node="""">Design:</strong> Open intertwined line motif<br data-start=""379"" data-end=""382""><strong data-start=""382"" data-end=""393"">Finish:</strong> Hand-polished for a sleek shine<br data-start=""425"" data-end=""428""><strong data-start=""428"" data-end=""439"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/1-IMG_6243.jpg?v=1763104376,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
open-interwined-lines-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/2-IMG_6244.jpg?v=1763104377,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-interwined-lines-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/3-IMG_6246.jpg?v=1763104376,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thick-big-braid-silver-ring,THICK BIG BRAID SILVER RING,"<p data-start=""35"" data-end=""282"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring a bold braided design that symbolizes unity and strength. With its wide band and clean polished finish, this ring makes a striking statement while staying timeless and refined.</p>
<p data-start=""284"" data-end=""439"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""284"" data-end=""297"">Material:</strong> 925 Sterling Silver<br data-start=""317"" data-end=""320""><strong data-start=""320"" data-end=""331"" data-is-only-node="""">Design:</strong> Thick braided motif<br data-start=""351"" data-end=""354""><strong data-start=""354"" data-end=""365"">Finish:</strong> Hand-polished for a bright shine<br data-start=""398"" data-end=""401""><strong data-start=""401"" data-end=""412"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/4-IMG_6248.jpg?v=1763104376,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
thick-big-braid-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/5-IMG_6249.jpg?v=1763104377,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thick-big-braid-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/6-IMG_6251.jpg?v=1763104377,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bubble-star-silver-ring,BUBBLE STAR SILVER RING,"<p data-start=""31"" data-end=""239"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring a playful star design surrounded by soft bubble details. Modern yet whimsical, this ring captures a sense of lightness and individuality.</p>
<p data-start=""241"" data-end=""394"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""241"" data-end=""254"">Material:</strong> 925 Sterling Silver<br data-start=""274"" data-end=""277""><strong data-start=""277"" data-end=""288"" data-is-only-node="""">Design:</strong> Bubble star motif<br data-start=""306"" data-end=""309""><strong data-start=""309"" data-end=""320"">Finish:</strong> Hand-polished for a smooth shine<br data-start=""353"" data-end=""356""><strong data-start=""356"" data-end=""367"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1250000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/9-IMG_5700.jpg?v=1762745965,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bubble-star-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/4-IMG_5699.jpg?v=1762745970,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bubble-star-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/7-IMG_5701.jpg?v=1762745964,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star-silver-ring,STAR SILVER RING,"<p data-start=""40"" data-end=""271"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring a charming starfish design inspired by the beauty of the ocean. Adjustable and comfortable to wear, it’s a perfect blend of coastal charm and everyday elegance.</p>
<p data-start=""273"" data-end=""459"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""273"" data-end=""286"">Material:</strong> 925 Sterling Silver<br data-start=""306"" data-end=""309""><strong data-start=""309"" data-end=""320"" data-is-only-node="""">Design:</strong> Starfish motif<br data-start=""335"" data-end=""338""><strong data-start=""338"" data-end=""347"">Size:</strong> Adjustable (Free size)<br data-start=""370"" data-end=""373""><strong data-start=""373"" data-end=""384"">Finish:</strong> Hand-polished for a radiant shine<br data-start=""418"" data-end=""421""><strong data-start=""421"" data-end=""432"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1190000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/5-IMG_5705.jpg?v=1762745969,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
star-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/2-IMG_5706.jpg?v=1762745969,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/3-IMG_5707.jpg?v=1762745969,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love-siler-ring,LOVE SILVER RING,"<p data-start=""24"" data-end=""264"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring the word <em data-start=""102"" data-end=""108"">LOVE</em> elegantly carved in silver — a timeless symbol of affection and connection. Simple yet meaningful, it’s perfect for everyday wear or as a heartfelt gift.</p>
<p data-start=""266"" data-end=""426"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""266"" data-end=""279"">Material:</strong> 925 Sterling Silver<br data-start=""299"" data-end=""302""><strong data-start=""302"" data-end=""313"" data-is-only-node="""">Design:</strong> Engraved “LOVE” lettering<br data-start=""339"" data-end=""342""><strong data-start=""342"" data-end=""353"">Finish:</strong> Hand-polished for a sleek shine<br data-start=""385"" data-end=""388""><strong data-start=""388"" data-end=""399"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1250000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/21-IMG_5685.jpg?v=1762745967,1,"",false,,,200,,adult,,,,,,,,,,,adults,,silver,,,sterling-silver,imitation-jewelry,,band,,unisex,,,,,,,,kg,,,active
love-siler-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/19-IMG_5686.jpg?v=1762745969,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love-siler-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/20-IMG_5687.jpg?v=1762745967,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cute-bear-silver-ring,CUTE BEAR SILVER RING,"<p data-start=""29"" data-end=""244"">Each piece is handcrafted in Vietjeweler’s Hanoi workshop, featuring an adorable bear design that adds a playful touch to your style. Perfect for those who love charming, youthful jewelry with a hint of sweetness.</p>
<p data-start=""246"" data-end=""397"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""246"" data-end=""259"">Material:</strong> 925 Sterling Silver<br data-start=""279"" data-end=""282""><strong data-start=""282"" data-end=""293"" data-is-only-node="""">Design:</strong> Cute bear motif<br data-start=""309"" data-end=""312""><strong data-start=""312"" data-end=""323"">Finish:</strong> Hand-polished for a smooth shine<br data-start=""356"" data-end=""359""><strong data-start=""359"" data-end=""370"">Origin:</strong> Handmade in Hanoi, Vietnam</p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1150000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/12-IMG_5696.jpg?v=1762745957,1,"",false,,,200,,adult,,,,,,,,,,,all-ages,,dong-vat,,,sterling-silver,imitation-jewelry,,,,unisex,,,,,,,,kg,,,active
cute-bear-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/14-IMG_5697.jpg?v=1762745960,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cute-bear-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/11-IMG_5698.jpg?v=1762745966,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
